"question","answer","index","asd","ASD"
"Are you working?","Hello there.","13","16",""
"I am performing a test","Hello there.","13","22",""
"Can you hear me?","Hello there.","13","16",""
"I just need to test you","Hello there.","13","23",""
"Can you understand me?","Hello there.","13","22",""
"Can you understand that this is a test","Hello there.","13","38",""
"Can you understand this test?","Hello there.","13","29",""
"Do you function?","Hello there.","13","16",""
"Do you understand me?","Hello there.","13","21",""
"Do you understand that I'm testing you?","Hello there.","13","39",""
"Do you understand this?","Hello there.","13","23",""
"Do you work?","Hello there.","13","12",""
"Does this make sense to you","Hello there.","13","27",""
"Testing","Hello there.","13","7",""
"Can you understand this?","Hello there.","13","24",""
"All systems go?","Hello there.","13","15",""
"Do you read me?","Hello there.","13","15",""
"This is simply a test","Hello there.","13","21",""
"I am just testing you","Hello there.","13","21",""
"Running diagnostics","Hello there.","13","19",""
"Are you functioning?","Hello there.","13","20",""
"Can you hear me now?","Hello there.","13","20",""
"You're quite welcome","Great.","12","20",""
"You're welk","Great.","12","11",""
"Welcome you are","Great.","12","15",""
"You are most welcome","Great.","12","20",""
"You are so very welcome","Great.","12","23",""
"You are so welcome","Great.","12","18",""
"You are very welcome","Great.","12","20",""
"Not at all","Great.","12","10",""
"You're most welcome","Great.","12","19",""
"Not a problem","Great.","12","13",""
"You're so very welcome","Great.","12","22",""
"You're so welcome","Great.","12","17",""
"You're very welcome","Great.","12","19",""
"You're welcome bot","Great.","12","18",""
"You're welcome my friend","Great.","12","24",""
"You are welcome","Great.","12","15",""
"Anytime","Great.","12","7",""
"Don't mention it","Great.","12","16",""
"Forget about it","Great.","12","15",""
"Welcome","Great.","12","7",""
"It's my pleasure","Great.","12","16",""
"My pleasure","Great.","12","11",""
"No worries","Great.","12","10",""
"Fuggitaboutit","Great.","12","13",""
"It was nothing","Great.","12","14",""
"It is my pleasure","Great.","12","17",""
"Any time","Great.","12","8",""
"You're welcome","Great.","12","14",""
"Don't mention it","Great.","12","16",""
"No biggie","Great.","12","9",""
"No problem","Great.","12","10",""
"De nada","Great.","12","7",""
"I'm happy to help","Great.","12","17",""
"How's it hanging?","Great, thanks.","11","17",""
"How is the day treating ya?","Great, thanks.","11","27",""
"How ya doing?","Great, thanks.","11","13",""
"How you doing bot?","Great, thanks.","11","18",""
"How you doing?","Great, thanks.","11","14",""
"Yo, how are you?","Great, thanks.","11","16",""
"How are you today?","Great, thanks.","11","18",""
"How's life treating you?","Great, thanks.","11","24",""
"How's life?","Great, thanks.","11","11",""
"How's the day treating you?","Great, thanks.","11","27",""
"Say, how are you doing?","Great, thanks.","11","23",""
"How's it going?","Great, thanks.","11","15",""
"How are things going?","Great, thanks.","11","21",""
"Are you doing well?","Great, thanks.","11","19",""
"Are you feeling good?","Great, thanks.","11","21",""
"Greetings, Bot. How are you doing?","Great, thanks.","11","34",""
"How art thou?","Great, thanks.","11","13",""
"How are you going?","Great, thanks.","11","18",""
"How are things?","Great, thanks.","11","15",""
"How are ya?","Great, thanks.","11","11",""
"How are you feeling?","Great, thanks.","11","20",""
"Hey, how are you?","Great, thanks.","11","17",""
"Are you doing OK?","Great, thanks.","11","17",""
"How's tricks?","Great, thanks.","11","13",""
"How's it hangin?","Great, thanks.","11","16",""
"How are you?","Great, thanks.","11","12",""
"Are you feeling OK?","Great, thanks.","11","19",""
"How is the day treating you?","Great, thanks.","11","28",""
"How are you doing?","Great, thanks.","11","18",""
"Are you feeling well?","Great, thanks.","11","21",""
"Are you doing good?","Great, thanks.","11","19",""
"How'd you sleep last night?","Great, thanks.","11","27",""
"Just joshing around","Got it.","10","19",""
"I'm just kidding around","Got it.","10","23",""
"I'm not serious","Got it.","10","15",""
"It was just a joke","Got it.","10","18",""
"It was just a little prank","Got it.","10","26",""
"It was just a little joke","Got it.","10","25",""
"Joke's on you","Got it.","10","13",""
"I'm just foolin","Got it.","10","15",""
"Just kidding","Got it.","10","12",""
"Just messing around","Got it.","10","19",""
"Just playing","Got it.","10","12",""
"Just playing with you","Got it.","10","21",""
"That was a joke","Got it.","10","15",""
"That wasn't supposed to be serious","Got it.","10","34",""
"You don't need to take me seriously","Got it.","10","35",""
"JK","Got it.","10","2",""
"I'm a joker","Got it.","10","11",""
"Come on that was funny","Got it.","10","22",""
"Don't worry it was a joke","Got it.","10","25",""
"I was just goofing around","Got it.","10","25",""
"I was just having a laugh","Got it.","10","25",""
"I was just pranking you","Got it.","10","23",""
"I'm a prankster","Got it.","10","15",""
"I'm just being a goof","Got it.","10","21",""
"I'm just being a goof ball","Got it.","10","26",""
"I'm just being a silly billy","Got it.","10","28",""
"Can't you understand that was a joke?","Got it.","10","37",""
"I was just messing around","Got it.","10","25",""
"Don't worry it was a prank","Got it.","10","26",""
"I'm just fooling","Got it.","10","16",""
"I'm just a prankster","Got it.","10","20",""
"You probably shouldn't take me to seriously","Got it.","10","43",""
"I'm just joking around","Got it.","10","22",""
"Don't trip about it I was just kidding","Got it.","10","38",""
"I'm just playing","Got it.","10","16",""
"I'm just being silly","Got it.","10","20",""
"Did you understand that was a joke?","Got it.","10","35",""
"I'm just messing with you","Got it.","10","25",""
"I'm going to scoot now","Goodbye.","9","22",""
"I'm going to take off","Goodbye.","9","21",""
"I'm going to skedaddle now","Goodbye.","9","26",""
"I'm going to skedaddle","Goodbye.","9","22",""
"I'm going to sign out now","Goodbye.","9","25",""
"I'm going to sign out","Goodbye.","9","21",""
"I'm gonna scoot now","Goodbye.","9","19",""
"I'm going to sign off","Goodbye.","9","21",""
"I'm gonna go","Goodbye.","9","12",""
"I'm going to scoot","Goodbye.","9","18",""
"I'm going to run now","Goodbye.","9","20",""
"I'm going to run","Goodbye.","9","16",""
"I'm going to motor now","Goodbye.","9","22",""
"I'm going to motor","Goodbye.","9","18",""
"I'm going to log out now","Goodbye.","9","24",""
"I'm gonna log off","Goodbye.","9","17",""
"I'm about to jet","Goodbye.","9","16",""
"I'm gonna run now","Goodbye.","9","17",""
"I'm gonna run","Goodbye.","9","13",""
"I'm gonna motor now","Goodbye.","9","19",""
"I'm gonna motor","Goodbye.","9","15",""
"I'm gonna log out now","Goodbye.","9","21",""
"I'm gonna get going","Goodbye.","9","19",""
"I'm gonna log off now","Goodbye.","9","21",""
"I'm gonna get going now","Goodbye.","9","23",""
"I'm gonna leave now","Goodbye.","9","19",""
"I'm gonna leave","Goodbye.","9","15",""
"I'm gonna jet now","Goodbye.","9","17",""
"I'm gonna jet","Goodbye.","9","13",""
"I'm gonna go now","Goodbye.","9","16",""
"I'm going to log off","Goodbye.","9","20",""
"I'm gonna log out","Goodbye.","9","17",""
"I'm about to log out now","Goodbye.","9","24",""
"I'm about to sign off now","Goodbye.","9","25",""
"I'm about to sign off","Goodbye.","9","21",""
"I'm about to scoot","Goodbye.","9","18",""
"I'm about to run now","Goodbye.","9","20",""
"I'm about to run","Goodbye.","9","16",""
"I'm going to log out","Goodbye.","9","20",""
"I'm about to motor","Goodbye.","9","18",""
"I'm about to skedaddle","Goodbye.","9","22",""
"I'm about to log off now","Goodbye.","9","24",""
"I'm about to log off","Goodbye.","9","20",""
"I'm about to leave now","Goodbye.","9","22",""
"I'm about to leave","Goodbye.","9","18",""
"Toodle-oo","Goodbye.","9","9",""
"I'm going to get going","Goodbye.","9","22",""
"I'm gonna sign off","Goodbye.","9","18",""
"I'm going to leave now","Goodbye.","9","22",""
"I'm going to jet now","Goodbye.","9","20",""
"I'm going to jet","Goodbye.","9","16",""
"I'm going to go now","Goodbye.","9","19",""
"I'm about to sign out","Goodbye.","9","21",""
"I'm going to get going now","Goodbye.","9","26",""
"I'm about to sign out now","Goodbye.","9","25",""
"I'm going now","Goodbye.","9","13",""
"I'm going","Goodbye.","9","9",""
"I'm about to take off now","Goodbye.","9","25",""
"I'm about to take off","Goodbye.","9","21",""
"I'm about to skedaddle now","Goodbye.","9","26",""
"I'm going to log off now","Goodbye.","9","24",""
"I'm going to go","Goodbye.","9","15",""
"Later alligator","Goodbye.","9","15",""
"See ya on the flip side","Goodbye.","9","23",""
"See ya later","Goodbye.","9","12",""
"See ya around","Goodbye.","9","13",""
"Sayonara","Goodbye.","9","8",""
"Peace out","Goodbye.","9","9",""
"Later dude","Goodbye.","9","10",""
"I'm taking off","Goodbye.","9","14",""
"Later bot","Goodbye.","9","9",""
"See you around bud","Goodbye.","9","18",""
"Later","Goodbye.","9","5",""
"L8r sk8r","Goodbye.","9","8",""
"I've gotta take off","Goodbye.","9","19",""
"I've gotta jet","Goodbye.","9","14",""
"I've got to go","Goodbye.","9","14",""
"I'm gonna scoot","Goodbye.","9","15",""
"Later bud","Goodbye.","9","9",""
"See you on the flip side","Goodbye.","9","24",""
"Time to end this conversation","Goodbye.","9","29",""
"Till we meet again","Goodbye.","9","18",""
"Talk to you later","Goodbye.","9","17",""
"Talk to ya later","Goodbye.","9","16",""
"Talk later","Goodbye.","9","10",""
"Taking off","Goodbye.","9","10",""
"See you","Goodbye.","9","7",""
"See you!","Goodbye.","9","8",""
"See you around","Goodbye.","9","14",""
"See you later, alligator","Goodbye.","9","24",""
"see you later homie","Goodbye.","9","19",""
"See you later dude","Goodbye.","9","18",""
